ticker;NomeEmpresa;RazaoSocial;Setor;SubSetor
IDVL11;Indusval;BCO INDUSVAL S.A.;Intermediários Financeiros;Bancos
IDVL3;Indusval;BCO INDUSVAL S.A.;Intermediários Financeiros;Bancos
IDVL4;Indusval;BCO INDUSVAL S.A.;Intermediários Financeiros;Bancos
IENG3;INEPAR ENERGIA;INEPAR ENERGIA SA;Energia Elétrica;Energia Elétrica
IENG5;INEPAR ENERGIA;INEPAR ENERGIA SA;Energia Elétrica;Energia Elétrica
IFCM3;INFRACOMM;INFRACOMMERCE CXAAS S.A.;Programas e Serviços;Programas e Serviços
IGBR3;GRADIENTE;GRADIENTE ELETRONICA S A;Exploração de Imóveis;Exploração de Imóveis
IGBR5;GRADIENTE;GRADIENTE ELETRONICA S A;Exploração de Imóveis;Exploração de Imóveis
IGBR6;GRADIENTE;GRADIENTE ELETRONICA S A;Exploração de Imóveis;Exploração de Imóveis
IGTA3;IGUATEMI;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;Exploração de Imóveis;Exploração de Imóveis
IGTI11;IGUATEMI S.A;JEREISSATI PARTICIPACOES S.A.;Exploração de Imóveis;Exploração de Imóveis
IGTI3;IGUATEMI S.A;JEREISSATI PARTICIPACOES S.A.;Exploração de Imóveis;Exploração de Imóveis
IGUA3;CIA. IGUAÇU DE CAFÉ SOLÚVEL;CIA. IGUAÇU DE CAFÉ SOLÚVEL;Outros;NA
IGUA5;CIA. IGUAÇU DE CAFÉ SOLÚVEL;CIA. IGUAÇU DE CAFÉ SOLÚVEL;Outros;NA
IGUA6;CIA. IGUAÇU DE CAFÉ SOLÚVEL;CIA. IGUAÇU DE CAFÉ SOLÚVEL;Outros;NA
ILLS4;LINHAS CIRCULO;CIRCULO S/A;Outros;NA
ILMD3;YARA BRASIL FERTILIZANTES S.A.;YARA BRASIL FERTILIZANTES S.A.;Químicos;Fertilizantes e Defensivos
ILMD4;YARA BRASIL FERTILIZANTES S.A.;YARA BRASIL FERTILIZANTES S.A.;Químicos;Fertilizantes e Defensivos
IMBI3;COMPANHIA DOCAS DE IMBITUBA;CIA DOCAS DE IMBITUBA;Transporte;Serviços de Apoio e Armazenagem
IMBI4;COMPANHIA DOCAS DE IMBITUBA;CIA DOCAS DE IMBITUBA;Transporte;Serviços de Apoio e Armazenagem
IMCH3;IMC HOLDINGS;International Meal Company Holdings S.A.;Hoteis e Restaurantes;Restaurante e Similares
INEP3;INEPAR S/A;INEPAR SA IND E CONSTRUCOES;Máquinas e Equipamentos;Máq. e Equip. Industriais
INEP4;INEPAR S/A;INEPAR SA IND E CONSTRUCOES;Máquinas e Equipamentos;Máq. e Equip. Industriais
INET3;FICTORALIMEN;FICTOR ALIMENTOS S.A;Outros;Outros
INHA3;GAFISA;GAFISA SA;Construção Civil;Incorporações
INTB3;INTELBRAS;INTELBRAS S.A. IND DE TELEC ELETRONICA BRASILEIRA;Computadores e Equipamentos;Computadores e Equipamentos
IRBR3;IRBBRASIL RE;IRB - BRASIL RESSEGUROS S.A.;Previdência e Seguros;Seguradoras
ISAE3;ISA ENERGIA;ISA ENERGIA BRASIL S.A;Energia Elétrica;Energia Elétrica
ISAE4;ISA ENERGIA;ISA ENERGIA BRASIL S.A;Energia Elétrica;Energia Elétrica
ITEC3;ITAUTEC PHILCO SA - GRUPO ITAUTEC PHILCO;ITAUTEC PHILCO S.A. - GRUPO ITAUTEC PHILCO;Computadores e Equipamentos;Computadores e Equipamentos
ITSA3;ITAÚSA;ITAÚSA - INVESTIMENTOS ITAÚ S.A.;Intermediários Financeiros;Bancos
ITSA4;ITAÚSA;ITAÚSA - INVESTIMENTOS ITAÚ S.A.;Intermediários Financeiros;Bancos
ITUB3;ITAUUNIBANCO;ITAU UNIBANCO HOLDING S.A.;Intermediários Financeiros;Bancos
ITUB4;ITAUUNIBANCO;ITAU UNIBANCO HOLDING S.A.;Intermediários Financeiros;Bancos
IVTT3;BHG;BHG S.A. - BRAZIL HOSPITALITY GROUP;Exploração de Imóveis;Exploração de Imóveis
JALL3;JALLESMACHAD;JALLES MACHADO S.A.;Alimentos Processados;Açucar e Alcool
JBDU3;B TECH EQI;BLUE TECH SOLUTIONS E.Q.I. S;Outros;Outros
JBDU4;B TECH EQI;BLUE TECH SOLUTIONS E.Q.I. S;Outros;Outros
JBSS3;JBS;JBS S.A.;Alimentos Processados;Carnes e Derivados
JFAB4;JARAGUA FABRIL;JARAGUA FABRIL SA;Outros;NA
JFEN3;JOÃO FORTES ENGENHARIA S.A.;JOAO FORTES ENGENHARIA SA;Construção Civil;Incorporações
JHSF3;JHSF Part;JHSF PARTICIPAÇÕES SA;Construção Civil;Incorporações
JOPA3;JOSAPAR S/A;JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP;Alimentos Processados;Alimentos Diversos
JOPA4;JOSAPAR S/A;JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP;Alimentos Processados;Alimentos Diversos
JPSA3;IGUATEMI S.A;JEREISSATI PARTICIPACOES S.A.;Exploração de Imóveis;Exploração de Imóveis
JSLG3;JULIO SIMOES;JÚLIO SIMÕES LOGÍSTICA S.A.;Transporte;Transporte Rodoviário
KEPL3;KEPLER WEBER SA;KEPLER WEBER SA;Máquinas e Equipamentos;Máq. e Equip. Industriais
KLBN11;KLABIN;KLABIN S.A.;Madeira e Papel;Papel e Celulose
KLBN3;KLABIN;KLABIN S.A.;Madeira e Papel;Papel e Celulose
KLBN4;KLABIN;KLABIN S.A.;Madeira e Papel;Papel e Celulose
KROT11;COGNA;KROTON EDUCACIONAL S.A.;Diversos;Serviços Educacionais
KROT3;COGNA;KROTON EDUCACIONAL S.A.;Outros;Outros
KROT4;COGNA;KROTON EDUCACIONAL S.A.;Diversos;Serviços Educacionais
KRSA3;KORA SAUDE;KORA SAÚDE PARTICIPAÇÕES S.A;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos
KSSA3;KLABINSEGALL;KLABIN SEGALL S.A.;Construção Civil;Incorporações
LAME3;LOJAS AMERICANAS S.A.;LOJAS AMERICANAS SA;Comércio;Produtos Diversos
LAME4;LOJAS AMERICANAS S.A.;LOJAS AMERICANAS SA;Comércio;Produtos Diversos
LAND3;TERRASANTAPA;Terra Santa Propriedades Agricolas S.A.;Agropecuária;Agricultura
LATM11;LATAM AIRLN;LATAM AIRLINES GROUP S.A.;Transporte;Transporte Aéreo
LATS3;REXAM BEVERAGE CAN SOUTH AMERICA;REXAM BEVERAGE CAN SOUTH AMERICA S.A.;Outros;NA
LAVV3;LAVVI;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Construção Civil;Incorporações
LCAM3;LOCAMERICA;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;Diversos;Aluguel de carros
LCSA3;NÃO CONSTA;PARMALAT BRASIL S.A IND DE ALIMENTOS.;Outros;NA
LCSA4;NÃO CONSTA;PARMALAT BRASIL S.A IND DE ALIMENTOS.;Outros;NA
LECO3;LECO;CIA LECO DE PRODS ALIMENTICIOS;Outros;NA
LECO4;LECO;CIA LECO DE PRODS ALIMENTICIOS;Outros;NA
LETO3;MITTO;INDUSTRIAS MICHELETTO S/A;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
LETO5;MITTO;INDUSTRIAS MICHELETTO S/A;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
LEVE3;MAHLE METAL LEVE;MAHLE METAL LEVE S.A.;Automóveis e Motocicletas;Automóveis e Motocicletas
LEVE4;MAHLE METAL LEVE;MAHLE METAL LEVE S.A.;Automóveis e Motocicletas;Automóveis e Motocicletas
LFFE3;LA FONTE TELECOM S/A;LA FONTE TELECOM S/A;Outros;NA
LFFE4;LA FONTE TELECOM S/A;LA FONTE TELECOM S/A;Outros;NA
LGLO4;LIVRARIA DO GLOBO S/A;LIVRARIA DO GLOBO SA;Outros;NA
LIGH3;LIGHT;LIGHT SERVIÇOS DE ELETRICIDADE SA;Energia Elétrica;Energia Elétrica
LIGT3;LIGHT SA;LIGHT SA;Energia Elétrica;Energia Elétrica
LINX3;LINX;LINX S.A.;Programas e Serviços;Programas e Serviços
LIPR3;LIGHTPAR;LIGHT PARTICIPAÇÕES S.A. - LIGHTPAR;Energia Elétrica;Energia Elétrica
LIXC3;LIX DA CUNHA;CONST LIX DA CUNHA SA;Outros;NA
LIXC4;LIX DA CUNHA;CONST LIX DA CUNHA SA;Outros;NA
LJQQ3;QUERO-QUERO;LOJAS QUERO-QUERO S/A;Comércio;Produtos Diversos
LLIS3;VESTE;VESTE S.A. ESTILO;Outros;Outros
LOGG3;LOG COM PROP;LOG COMMERCIAL PROPERTIES;Exploração de Imóveis;Exploração de Imóveis
LOGN3;Log-In;LOG-IN LOGISTICA INTERMODAL SA;Transporte;Transporte Hidroviário
LPSB3;LOPES BRASIL;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Exploração de Imóveis;Intermediação Imobiliária
LREN3;RENNER;LOJAS RENNER SA;Comércio;Tecidos, Vestuário e Calçados
LREN4;RENNER;LOJAS RENNER SA;Comércio;Tecidos, Vestuário e Calçados
LUPA3;LUPATECH;LUPATECH S.A.;Petróleo, Gás e Biocombustíveis;Equipamentos e Serviços
LUXM3;TREVISA INVESTIMENTOS SA;TREVISA INVESTIMENTOS SA;Transporte;Transporte Hidroviário
LUXM4;TREVISA INVESTIMENTOS SA;TREVISA INVESTIMENTOS SA;Transporte;Transporte Hidroviário
LVTC3;WDC NETWORKS;LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A;Programas e Serviços;Programas e Serviços
LWSA3;LOCAWEB;LOCAWEB SERVIÇOS DE INTERNET S.A.;Programas e Serviços;Programas e Serviços
MAGG3;MAGNESITA REFRATÁRIOS;MAGNESITA REFRATÁRIOS S/A;Outros;NA
MAGS3;MAGNESITA S/A;MAGNESITA SA;Outros;NA
MAPT3;CIA MARCOPOLO;CEMEPE INVESTIMENTOS SA;Outros;Outros
MAPT4;CIA MARCOPOLO;CEMEPE INVESTIMENTOS SA;Outros;Outros
MARI3;Marisa;MARISA SA;Comércio;Tecidos, Vestuário e Calçados
MATD3;MATER DEI;HOSPITAL MATER DEI S/A;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos
MBLY3;MOBLY;Mobly S.A.;Programas e Serviços;Programas e Serviços
MDIA3;M.DIASBRANCO;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Alimentos Processados;Alimentos Diversos
MDNE3;MOURA DUBEUX;MOURA DUBEUX ENGENHARIA S/A;Construção Civil;Incorporações
MEAL3;IMC S/A;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Hoteis e Restaurantes;Restaurante e Similares
MEDI3;MEDIAL SAUDE;MEDIAL SAUDE S.A.;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos
MEGA3;SERENA;SERENA ENERGIA S.A.;Outros;Outros
MELK3;MELNICK;MELNICK EVEN DESENVOLVIMENTO IMOBILIÁRIO S.A.;Construção Civil;Incorporações
MEND5;MENDES JUNIOR ENGENHARIA S/A;MENDES JUNIOR ENGENHARIA SA;Outros;NA
MEND6;MENDES JUNIOR ENGENHARIA S/A;MENDES JUNIOR ENGENHARIA SA;Outros;NA
MERC3;MERCANTIL BRASIL;MERCANTIL DO BR FINC SA CFI;Intermediários Financeiros;Soc. Crédito e Financiamento
MERC4;MERCANTIL BRASIL;MERCANTIL DO BR FINC SA CFI;Intermediários Financeiros;Soc. Crédito e Financiamento
MGEL3;MANGELS;MANGELS INDUSTRIAL SA;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
MGEL4;MANGELS;MANGELS INDUSTRIAL SA;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
MGLU3;MAGAZ LUIZA;MAGAZINE LUIZA S.A.;Comércio;Eletrodomésticos
MILK33;Laep DR3;LAEP INVESTMENTS LTD.;Outros;NA
MILS3;MILLS;MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.;Diversos;Aluguel de carros
MLAS3;MULTILASER;MULTILASER INDUSTRIAL S.A.;Computadores e Equipamentos;Computadores e Equipamentos
MLFT3;IGUATEMI S.A;JEREISSATI PARTICIPACOES S.A.;Outros;Outros
MLFT4;IGUATEMI S.A;JEREISSATI PARTICIPACOES S.A.;Exploração de Imóveis;Exploração de Imóveis
MLPA12;MELHORAMENTOS PAPEIS;MELPAPER SA;Madeira e Papel;Papel e Celulose
MLPA3;MELHORAMENTOS PAPEIS;MELPAPER SA;Madeira e Papel;Papel e Celulose
MLPA4;MELHORAMENTOS PAPEIS;MELPAPER SA;Madeira e Papel;Papel e Celulose
MMAQ3;MINASMÁQUINAS S/A;MINASMAQUINAS SA;Comércio;Material de Transporte
MMAQ4;MINASMÁQUINAS S/A;MINASMAQUINAS SA;Comércio;Material de Transporte
MMXM3;MMX MINER;MMX MINERAÇÃO E METÁLICOS S.A.;Mineração;Minerais Metálicos
MNDL3;MUNDIAL S/A;MUNDIAL S/A - PRODUTOS DE CONSUMO;Tecidos, Vestuário e Calçados;Acessórios
MNDL4;MUNDIAL S/A;MUNDIAL S/A - PRODUTOS DE CONSUMO;Tecidos, Vestuário e Calçados;Acessórios
MNPR3;MINUPAR;MINUPAR PARTICIPACOES SA;Alimentos Processados;Carnes e Derivados
MNPR4;MINUPAR;MINUPAR PARTICIPACOES SA;Alimentos Processados;Carnes e Derivados
MNSA3;MANASA;MANASA MADEIREIRA NACIONAL SA;Outros;NA
MNSA4;MANASA;MANASA MADEIREIRA NACIONAL SA;Outros;NA
MOAR3;MONTEIRO ARANHA;MONTEIRO ARANHA SA;Holdings Diversificadas;Holdings Diversificadas
MODL11;MODALMAIS;BANCO MODAL S.A;Intermediários Financeiros;Bancos
MODL3;MODALMAIS;BANCO MODAL S.A;Intermediários Financeiros;Bancos
MODL4;MODALMAIS;BANCO MODAL S.A;Intermediários Financeiros;Bancos
MOSI3;MOSAICO SA;Mosaico Tecnologia ao Consumidor S.A.;Programas e Serviços;Programas e Serviços
MOVI3;MOVIDA;MOVIDA PARTICIPACOES SA;Diversos;Aluguel de carros
MPLU3;MULTIPLUS;Multiplus S.A.;Outros;NA
MRFG3;Marfrig;MARFRIG FRIGORIFICOS E COM DE ALIM S.A.;Alimentos Processados;Carnes e Derivados
MRSA3B;MRS LOGÍSTICA S/A;MRS LOGÍSTICA S/A;Transporte;Transporte Ferroviário
MRSA5B;MRS LOGÍSTICA S/A;MRS LOGÍSTICA S/A;Transporte;Transporte Ferroviário
MRSA6B;MRS LOGÍSTICA S/A;MRS LOGÍSTICA S/A;Transporte;Transporte Ferroviário
MRSL3;MARISOL;MARISOL SA;Tecidos, Vestuário e Calçados;Vestuário
MRSL4;MARISOL;MARISOL SA;Tecidos, Vestuário e Calçados;Vestuário
MRVE3;MRV;MRV ENGENHARIA E PARTICIPAÇÕES S/A;Construção Civil;Incorporações
MSAN3;BUNGE BRASIL S.A.;BUNGE BRASIL SA;Outros;NA
MSAN4;BUNGE BRASIL S.A.;BUNGE BRASIL SA;Outros;NA
MSPA3;MELHORAMENTOS;COMPANHIA MELHORAMENTOS DE SÃO PAULO;Madeira e Papel;Papel e Celulose
MSPA4;MELHORAMENTOS;COMPANHIA MELHORAMENTOS DE SÃO PAULO;Madeira e Papel;Papel e Celulose
MTBR3;WHIRLPOOL S.A.;WHIRLPOOL S.A.;Utilidades Domésticas;Eletrodomésticos
MTBR4;WHIRLPOOL S.A.;WHIRLPOOL S.A.;Utilidades Domésticas;Eletrodomésticos
MTIG3;IGUAÇU;METALGRAFICA IGUACU SA;Embalagens;Embalagens
MTIG4;IGUAÇU;METALGRAFICA IGUACU SA;Embalagens;Embalagens
MTRE3;MITRE REALTY;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Construção Civil;Incorporações
MTSA4;METISA;METISA METALÚRGICA TIMBOENSE SA;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas
MULT3;Multiplan;MULTIPLAN EMP. IMOBILIARIOS S/A;Exploração de Imóveis;Exploração de Imóveis
MWET3;WETZEL S.A.;WETZEL S.A.;Material de Transporte;Material Rodoviário
MWET4;WETZEL S.A.;WETZEL S.A.;Material de Transporte;Material Rodoviário
MYPK3;IOCHPE-MAXION;IOCHPE-MAXION SA;Automóveis e Motocicletas;Automóveis e Motocicletas
MYPK4;IOCHPE-MAXION;IOCHPE-MAXION SA;Automóveis e Motocicletas;Automóveis e Motocicletas
NAFG3;NADIR FIGUEIREDO;NADIR FIGUEIREDO IND E COM SA;Outros;NA
NAFG4;NADIR FIGUEIREDO;NADIR FIGUEIREDO IND E COM SA;Outros;NA
NATU3;NATURA COSMETICOS SA;NATURA COSMETICOS SA;Outros;NA
NEOE3;NEOENERGIA;NEOENERGIA S.A.;Energia Elétrica;Energia Elétrica
NETC3;NET SERVIÇOS DE COMUNICAÇÃO S.A.;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Outros;NA
NETC4;NET SERVIÇOS DE COMUNICAÇÃO S.A.;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Outros;NA
NEXP3;NEXPE;NEXPE PARTICIPAÇÕES S.A;Exploração de Imóveis;Intermediação Imobiliária
NGRD3;NEOGRID;NEOGRID PARTICIPACOES S.A.;Programas e Serviços;Programas e Serviços
NINJ3;REAGINVEST;REAGINVEST BRASIL S.A;Outros;Outros
NORD3;NORDON INDS METALURGICAS SA;NORDON INDS METALURGICAS SA;Máquinas e Equipamentos;Máq. e Equip. Industriais
NTCO3;GRUPO NATURA;NATURA &CO HOLDING S.A.;Produtos de Uso Pessoal e de Limpeza;Produtos de Uso Pessoal
NUTR3;NUTRIPLANT;NUTRIPLANT INDÚSTRIA E COMÉRCIO S/A;Químicos;Fertilizantes e Defensivos
ODER3;CONSERVAS ODERICH SA;CONSERVAS ODERICH SA;Alimentos Processados;Alimentos Diversos
ODER4;CONSERVAS ODERICH SA;CONSERVAS ODERICH SA;Alimentos Processados;Alimentos Diversos
ODPV3;ODONTOPREV;ODONTOPREV S.A.;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos
OFSA3;OUROFINO S/A;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos
OGXP3;OGX;ÓLEO E GÁS PARTICIPAÇÕES S.A.;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
OIBR3;OI;OI S.A.;Telecomunicações;Telecomunicações
OIBR4;OI;OI S.A.;Telecomunicações;Telecomunicações
OMGE3;OMEGA GER;OMEGA GERAÇÃO S.A.;Energia Elétrica;Energia Elétrica
ONCO3;ONCOCLINICAS;ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A.;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos
OPCT3;OCEANPACT;OCEANPACT SERVICOS MARITIMOS S.A.;Petróleo, Gás e Biocombustíveis;Equipamentos e Serviços
ORVR3;ORIZON;ORIZON VALORIZACAO DE RESIDUOS S.A.;Água e Saneamento;Água e Saneamento
OSAO4;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A;Automóveis e Motocicletas;Automóveis e Motocicletas
OSXB3;OSX BRASIL;OSX BRASIL S.A.;Petróleo, Gás e Biocombustíveis;Equipamentos e Serviços
PALF11;CPFL;COMPANHIA PAULISTA DE FORCA LUZ - CPFL;Energia Elétrica;Energia Elétrica
PALF3;CPFL;COMPANHIA PAULISTA DE FORCA LUZ - CPFL;Energia Elétrica;Energia Elétrica
PALF5;CPFL;COMPANHIA PAULISTA DE FORCA LUZ - CPFL;Energia Elétrica;Energia Elétrica
PARC3;WIZ CO;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Outros;Outros
PARD3;IHPARDINI;INSTITUTO HERMES PARDINI S.A.;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos
PATI3;PANATLANTICA;PANATLANTICA SA;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
PATI4;PANATLANTICA;PANATLANTICA SA;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
PCAR3;PÃO DE AÇÚCAR;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO;Comércio e Distribuição;Alimentos
PCAR4;PÃO DE AÇÚCAR;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO;Comércio e Distribuição;Alimentos
PCAR5;PÃO DE AÇÚCAR;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO;Comércio e Distribuição;Alimentos
PDGR3;PDG REALT;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Construção Civil;Incorporações
PDTC3;PADTEC;PADTEC HOLDING S.A.;Serviços Financeiros Diversos;Gestão de Recursos e Investimentos
PEAB3;CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA;CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA;Holdings Diversificadas;Holdings Diversificadas
PEAB4;CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA;CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA;Holdings Diversificadas;Holdings Diversificadas
PEFX3;PETROFLEX INDÚSTRIA E COMÉRCIO S.A;PETROFLEX INDÚSTRIA E COMÉRCIO S.A.;Químicos;Petroquímicos
PEFX5;PETROFLEX INDÚSTRIA E COMÉRCIO S.A;PETROFLEX INDÚSTRIA E COMÉRCIO S.A.;Químicos;Petroquímicos
PETR3;PETROBRAS;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
PETR4;PETROBRAS;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
PETZ3;PETZ;PET CENTER COMERCIO E PARTICIPACOES S.A.;Comércio;Produtos Diversos
PFRM3;PROFARMA;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Comércio e Distribuição;Medicamentos e Outros Produtos
PGMN3;PAGUE MENOS;EMPREENDIMENTOS PAGUE MENOS S.A.;Comércio e Distribuição;Medicamentos e Outros Produtos
PINE3;Pine;BANCO PINE S/A;Intermediários Financeiros;Bancos
PINE4;Pine;BANCO PINE S/A;Intermediários Financeiros;Bancos
PITI4;AV. DR CHUCRI ZAIDAN, 920 - 16§ ANDAR;LF TEL SA;Outros;NA
PLAS3;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A;Automóveis e Motocicletas;Automóveis e Motocicletas
PLDN4;POLIALDEN;POLIALDEN PETROQUIMICA SA;Outros;NA
PLIM4;NET SERVIÇOS DE COMUNICAÇÃO S.A.;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Outros;NA
PLPL3;PLANOEPLANO;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Construção Civil;Incorporações
PLTO5;POLITENO IND E COMERCIO S.A.;POLITENO IND E COMERCIO SA;Outros;NA
PLTO6;POLITENO IND E COMERCIO S.A.;POLITENO IND E COMERCIO SA;Outros;NA
PMAM3;PARANAPANEMA S.A.;PARANAPANEMA SA;Siderurgia e Metalurgia;Artefatos de Cobre
PMAM4;PARANAPANEMA S.A.;PARANAPANEMA SA;Siderurgia e Metalurgia;Artefatos de Cobre
PMET3;PRO METALURG;PRÓ METALURGIA S.A.;Outros;NA
PMET5;PRO METALURG;PRÓ METALURGIA S.A.;Outros;NA
PMET6;PRO METALURG;PRÓ METALURGIA S.A.;Outros;NA
PNOR5;PRONOR;PRONOR PETROQUIMICA SA;Químicos;Petroquímicos
PNOR6;PRONOR;PRONOR PETROQUIMICA SA;Químicos;Petroquímicos
PNVL3;PANVEL FARMÁCIAS;DIMED SA DISTRIBUIDORA DE MEDICAMENTOS;Comércio e Distribuição;Medicamentos e Outros Produtos
PNVL4;PANVEL FARMÁCIAS;DIMED SA DISTRIBUIDORA DE MEDICAMENTOS;Comércio e Distribuição;Medicamentos e Outros Produtos
POMO3;MARCOPOLO;MARCOPOLO SA;Material de Transporte;Material Rodoviário
POMO4;MARCOPOLO;MARCOPOLO SA;Material de Transporte;Material Rodoviário
POPR4;POLIPROPILENO S.A.;POLIPROPILENO SA;Outros;NA
PORP4;POLIPROPILENO PARTICIPAÇÕES S.A.;POLIPROPILENO PARTICIPACOES S.A.;Outros;NA
PORT3;WILSON SONS;WILSON SONS HOLDINGS BRASIL S.A.;Transporte;Serviços de Apoio e Armazenagem
POSI3;POSITIVO TEC;POSITIVO TECNOLOGIA S.A.;Computadores e Equipamentos;Computadores e Equipamentos
POWE3;FOCUS ON;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A;Energia Elétrica;Energia Elétrica
PQUN3;PETROQUIMICA UNIAO S.A.;PETROQUIMICA UNIAO SA;Químicos;Petroquímicos
PQUN4;PETROQUIMICA UNIAO S.A.;PETROQUIMICA UNIAO SA;Químicos;Petroquímicos
PRBC3;Parana;PARANA BANCO S.A.;Intermediários Financeiros;Bancos
PRBC4;Parana;PARANA BANCO S.A.;Intermediários Financeiros;Bancos
PRGA4;BRF Foods;BRF Foods;Alimentos Processados;Carnes e Derivados
PRIO3;PETRORIO;PETRO RIO S.A.;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
PRML3;PRUMO;PRUMO LOGÍSTICA S.A.;Transporte;Serviços de Apoio e Armazenagem
PRNR3;PRINER;PRINER SERVIÇOS INDUSTRIAIS S.A.;Serviços Diversos;Serviços Diversos
PRTX3;PORTX;CENTENNIAL ASSET PARTICIP. SUDESTE S.A.;Transporte;Serviços de Apoio e Armazenagem
PRVI3;Providencia;COMPANHIA PROVIDENCIA IND E COMERCIO;Outros;NA
PSSA3;PORTO SEGURO SA;PORTO SEGURO SA;Previdência e Seguros;Seguradoras
PTBL3;PORTOBELLO S/A;PBG S/A;Construção e Engenharia;Produtos para Construção
PTBL4;PORTOBELLO S/A;PBG S/A;Construção e Engenharia;Produtos para Construção
PTIP3;IPIRANGA PETROQUIMICA SA;IPIRANGA PETROQUIMICA SA;Outros;NA
PTIP4;IPIRANGA PETROQUIMICA SA;IPIRANGA PETROQUIMICA SA;Outros;NA
PTNT3;PETTENATI;PETTENATI SA IND TEXTIL;Tecidos, Vestuário e Calçados;Fios e Tecidos
PTNT4;PETTENATI;PETTENATI SA IND TEXTIL;Tecidos, Vestuário e Calçados;Fios e Tecidos
PTPA3;PETROPAR SA;PETROPAR SA;Outros;NA
PTPA4;PETROPAR SA;PETROPAR SA;Outros;NA
PTQS4;PETROQUISA;PETROBRAS QUÍMICA S.A.- PETROQUISA;Outros;NA
QGEP3;ENAUTA PART;ENAUTA PARTICIPAÇÕES S.A.;Outros;Outros
QUAL3;QUALICORP;QUALICORP S.A.;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos
RADL3;RAIADROGASIL;RAIA DROGASIL S.A.;Comércio e Distribuição;Medicamentos e Outros Produtos
RAIA3;RAIA;RAIA S.A.;Comércio e Distribuição;Medicamentos e Outros Produtos
RAIL3;RUMO S.A.;RUMO S.A.;Transporte;Transporte Ferroviário
RAIZ4;RAIZEN;RAIZEN S.A.;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
RANI3;IRANI;IRANI PAPEL E EMBALAGEM S.A.;Madeira e Papel;Papel e Celulose
RANI4;IRANI;IRANI PAPEL E EMBALAGEM S.A.;Madeira e Papel;Papel e Celulose
